label,origin_pred,pred_eps=8.0
49,68,68
33,33,96
72,4,4
51,91,91
71,71,71
92,6,6
15,38,12
14,3,3
23,23,23
0,57,57
71,76,76
75,75,91
81,81,81
69,69,69
40,40,40
43,43,42
92,92,92
97,97,97
70,70,70
53,53,53
70,70,70
49,49,49
75,75,75
29,96,96
21,21,21
16,16,16
39,39,39
8,8,8
8,16,16
70,28,28
20,20,20
61,61,61
41,41,41
93,73,73
56,56,96
73,27,27
58,58,58
11,35,35
25,25,25
37,17,17
63,63,63
24,7,7
49,95,95
73,76,76
56,56,56
22,22,22
41,41,53
58,58,58
75,75,75
17,17,76
4,4,4
6,6,45
9,9,9
57,57,57
2,2,98
32,32,32
71,71,71
52,52,52
42,42,42
69,69,69
77,77,78
27,27,67
15,31,31
65,44,78
7,45,45
35,39,39
43,43,43
82,82,70
63,63,63
92,92,92
66,8,8
90,90,6
67,2,2
91,91,91
32,76,76
32,32,32
82,82,82
10,16,16
77,77,77
22,61,61
71,71,71
78,78,44
54,54,54
6,6,18
29,29,29
89,89,13
78,99,99
33,42,42
11,46,25
67,73,30
22,10,10
18,18,18
27,27,4
21,21,21
13,13,13
21,21,27
50,73,73
75,75,7
37,37,68
35,11,11
26,26,26
83,57,57
47,47,47
95,91,86
43,43,43
69,69,69
76,76,76
17,17,17
57,57,57
59,47,47
25,25,5
20,20,20
27,27,27
0,45,45
9,94,94
71,71,71
8,8,8
43,43,43
57,57,57
56,56,56
85,85,90
10,45,45
19,19,38
92,92,62
33,33,96
20,20,20
21,21,21
50,27,27
70,70,70
46,46,98
11,16,16
16,16,16
1,81,81
74,74,74
33,3,3
91,91,91
60,60,60
64,38,38
52,52,52
23,23,23
4,4,43
11,11,11
52,52,52
37,27,27
24,24,7
95,95,95
25,25,25
39,39,39
51,51,51
58,58,58
58,58,16
77,51,51
18,91,91
59,60,60
45,45,45
66,66,72
58,58,85
20,20,20
24,77,77
4,42,42
36,36,36
8,8,96
87,73,73
10,10,10
30,72,72
47,96,96
54,54,54
99,99,99
51,51,51
83,45,45
9,21,21
37,45,45
4,74,33
83,16,16
95,95,95
83,53,53
32,73,73
73,73,73
18,18,33
40,40,40
39,39,33
64,66,66
22,22,22
80,65,65
28,16,16
28,28,28
40,33,33
95,95,95
98,98,45
83,83,83
12,12,12
24,24,7
45,45,45
13,13,13
94,94,94
24,24,24
58,58,89
63,63,63
7,7,7
87,87,87
6,14,14
78,78,78
68,59,59
60,60,60
6,6,14
23,23,23
44,44,44
31,31,19
80,80,72
93,59,59
73,93,93
98,11,11
49,49,17
90,90,79
97,97,97
59,59,3
2,53,53
67,30,30
16,83,83
81,81,37
94,94,94
27,49,49
76,99,99
77,77,77
12,12,12
18,72,72
0,0,83
76,76,39
79,79,80
71,71,71
89,89,89
57,57,0
47,59,59
24,24,24
65,65,36
0,45,45
32,32,80
36,43,43
82,82,82
31,31,56
23,23,23
24,24,24
34,34,34
21,86,86
11,11,11
53,53,53
80,80,80
44,44,44
4,4,3
39,39,39
91,91,91
16,16,16
36,50,4
68,68,68
50,50,57
97,38,38
58,8,8
31,75,75
6,4,4
42,42,42
80,38,38
76,76,76
89,13,13
55,93,93
19,19,38
91,91,91
70,62,62
1,1,1
6,44,44
62,62,62
99,99,99
51,51,51
96,59,59
83,0,0
42,42,42
18,91,91
67,67,67
66,98,98
40,40,40
62,62,62
78,44,44
84,84,84
28,28,20
89,89,89
30,95,95
66,66,26
18,6,6
38,19,19
42,42,43
92,92,92
27,27,91
11,38,38
86,86,39
44,27,27
96,96,96
12,12,12
16,22,22
67,67,74
43,80,80
89,48,48
96,52,52
12,69,69
40,40,40
7,24,24
86,49,49
77,44,44
76,76,76
31,19,19
18,46,94
28,28,28
19,3,3
18,18,18
41,41,41
42,96,96
43,72,72
31,15,15
93,67,67
15,15,80
10,61,61
8,8,8
37,17,17
89,43,43
32,46,46
67,73,73
12,12,12
2,2,57
19,31,31
91,91,91
94,94,94
7,79,79
71,87,87
36,36,57
61,61,61
62,62,62
5,65,65
60,60,60
45,67,67
91,91,91
34,39,39
95,93,93
9,76,76
40,92,92
68,68,68
62,62,62
99,99,99
66,66,66
46,21,21
7,24,24
10,29,29
10,15,15
68,68,68
34,65,65
37,33,33
58,58,13
48,48,48
40,40,40
96,63,63
14,14,14
11,35,35
66,63,42
64,64,64
39,39,39
33,60,12
94,94,94
63,63,63
10,61,61
89,26,26
92,54,54
90,90,8
65,38,38
90,90,90
33,33,33
28,28,28
29,29,29
87,84,84
86,86,86
7,7,24
0,0,0
94,94,94
11,98,45
26,26,26
6,6,6
41,41,41
21,80,80
69,69,69
27,45,45
29,29,29
67,73,72
85,85,85
65,65,86
40,40,25
57,57,57
72,72,72
30,30,30
74,44,44
27,42,42
3,4,4
49,49,33
52,52,52
95,30,30
40,40,40
93,96,85
77,6,8
91,71,71
6,6,6
57,57,77
72,72,72
16,16,16
98,98,98
89,48,48
40,40,40
96,47,47
71,71,49
3,45,45
2,11,93
66,66,97
27,25,25
8,8,89
53,53,53
33,96,88
55,21,21
81,12,12
88,88,88
96,96,33
68,71,71
42,42,42
77,77,77
10,40,40
27,27,27
32,46,46
79,79,55
98,98,98
18,40,40
51,51,84
2,2,41
19,51,51
31,31,56
67,95,95
36,36,36
10,51,51
16,16,16
5,5,5
81,93,93
85,85,85
26,14,14
85,85,85
65,34,34
22,26,26
55,29,29
85,13,13
22,10,10
22,9,47
10,22,22
18,18,18
98,35,88
9,9,9
26,29,29
27,51,51
7,7,24
5,94,94
58,58,13
87,87,87
76,76,69
2,87,87
54,14,14
38,27,27
33,74,74
17,17,37
6,6,6
0,0,0
79,79,79
97,97,97
14,80,80
14,75,75
73,73,93
79,14,14
8,85,85
42,42,79
4,4,4
25,25,25
37,37,85
75,75,75
74,55,32
41,41,48
0,0,0
99,67,67
79,38,38
87,87,87
67,69,69
72,63,74
38,43,43
25,57,57
49,49,49
3,3,3
74,74,50
69,30,32
36,77,77
77,14,14
89,89,15
71,71,71
31,78,78
50,61,61
90,90,90
11,9,9
2,35,21
