label,origin_pred,pred_eps=8.0
49,90,90
33,33,37
72,55,93
51,51,31
71,71,23
92,6,45
15,27,27
14,63,63
23,71,71
0,0,83
71,12,12
75,75,27
81,81,90
69,69,23
40,40,84
43,43,88
92,92,70
97,97,50
70,70,92
53,53,92
70,70,84
49,49,95
75,75,26
29,81,90
21,21,3
16,16,9
39,39,25
8,8,48
8,8,89
70,98,35
20,20,5
61,61,10
41,41,6
93,73,73
56,56,33
73,72,27
58,58,45
11,35,35
25,25,26
37,37,81
63,63,4
24,24,18
49,95,95
73,30,30
56,56,59
22,22,61
41,41,48
58,58,13
75,31,64
17,29,29
4,4,72
6,6,45
9,9,16
57,57,95
2,2,63
32,32,35
71,71,73
52,52,47
42,42,63
69,69,95
77,99,78
27,27,82
15,19,19
65,65,33
7,62,62
35,98,98
43,43,15
82,82,62
63,63,64
92,92,54
66,38,8
90,89,89
67,67,63
91,91,78
32,67,67
32,32,46
82,82,92
10,10,28
77,77,24
22,61,53
71,71,49
78,78,26
54,54,62
6,79,79
29,29,64
89,89,13
78,99,99
33,33,42
11,11,35
67,67,93
22,22,10
18,18,80
27,27,44
21,21,51
13,13,81
21,21,45
50,50,93
75,79,79
37,37,17
35,29,29
26,26,45
83,53,53
47,96,88
95,86,86
43,43,18
69,69,28
76,76,30
17,17,37
57,57,67
59,47,72
25,25,5
20,20,25
27,27,91
0,83,32
9,9,38
71,71,10
8,8,48
43,43,4
57,57,77
56,56,79
85,85,90
10,2,63
19,19,42
92,92,70
33,33,12
20,20,29
21,21,3
50,15,15
70,70,92
46,11,51
11,16,16
16,16,18
1,1,93
74,74,4
33,3,3
91,91,67
60,60,33
64,64,15
52,52,47
23,23,91
4,4,74
11,11,35
52,52,59
37,55,27
24,7,7
95,95,30
25,13,89
39,39,78
51,51,50
58,58,81
58,58,89
77,77,1
18,97,97
59,49,49
45,7,18
66,66,27
58,58,13
20,20,5
24,77,80
4,50,50
36,36,67
8,8,33
87,87,74
10,40,40
30,30,63
47,52,52
54,54,62
99,99,44
51,51,78
83,10,61
9,9,24
37,17,45
4,27,45
83,16,16
95,95,30
83,83,26
32,18,7
73,73,23
18,18,51
40,40,63
39,39,8
64,38,38
22,22,85
80,80,65
28,28,22
28,28,10
40,11,33
95,95,72
98,46,45
83,83,70
12,12,81
24,7,7
45,45,78
13,13,81
94,94,84
24,24,7
58,58,90
63,42,42
7,7,18
87,87,42
6,6,50
78,78,61
68,68,85
60,60,31
6,6,45
23,23,56
44,44,72
31,31,42
80,80,63
93,93,63
73,93,93
98,11,11
49,49,80
90,89,89
97,97,55
59,33,47
2,2,53
67,67,30
16,16,18
81,81,59
94,94,87
27,68,33
76,99,23
77,77,51
12,12,72
18,38,44
0,0,83
76,76,39
79,79,33
71,71,84
89,89,80
57,57,77
47,59,59
24,24,7
65,36,63
0,83,25
32,32,45
36,36,34
82,82,62
31,31,47
23,23,49
24,24,7
34,34,29
21,21,45
11,11,35
53,53,57
80,80,34
44,26,26
4,4,74
39,39,22
91,91,33
16,16,91
36,36,63
68,68,33
50,74,93
97,97,64
58,8,8
31,65,75
6,6,39
42,42,88
80,80,65
76,76,10
89,89,90
55,55,63
19,19,45
91,91,73
70,70,82
1,1,44
6,6,44
62,62,26
99,99,61
51,51,92
96,96,59
83,0,93
42,42,51
18,18,1
67,67,93
66,80,32
40,40,35
62,62,92
78,78,44
84,84,5
28,28,45
89,89,85
30,30,95
66,66,4
18,6,6
38,4,51
42,42,51
92,92,51
27,27,91
11,55,18
86,86,16
44,44,93
96,96,84
12,12,55
16,22,22
67,67,63
43,19,77
89,89,48
96,96,33
12,12,41
40,40,27
7,7,89
86,16,93
77,44,41
76,76,16
31,31,63
18,18,93
28,28,63
19,19,51
18,18,44
41,41,24
42,42,51
43,65,80
31,15,15
93,93,67
15,15,3
10,61,61
8,8,61
37,17,17
89,89,19
32,65,91
67,67,32
12,12,81
2,2,26
19,31,57
91,91,32
94,94,76
7,14,14
71,71,18
36,36,33
61,61,10
62,62,83
5,73,73
60,60,23
45,67,67
91,73,27
34,34,97
95,95,67
9,9,10
40,40,23
68,68,18
62,62,92
99,99,18
66,66,97
46,21,21
7,24,24
10,10,33
10,14,15
68,68,18
34,65,17
37,49,49
58,58,89
48,48,85
40,40,33
96,96,63
14,14,78
11,35,35
66,38,26
64,64,50
39,39,51
33,12,12
94,94,84
63,63,93
10,10,99
89,26,26
92,92,51
90,68,51
65,51,89
90,90,89
33,33,96
28,28,40
29,29,38
87,5,5
86,86,93
7,7,24
0,0,10
94,94,84
11,11,35
26,26,93
6,6,18
41,41,14
21,80,80
69,69,10
27,45,45
29,29,64
67,73,33
85,85,90
65,65,32
40,40,80
57,57,10
72,6,6
30,30,95
74,64,93
27,27,4
3,4,4
49,49,33
52,52,47
95,73,73
40,40,67
93,93,74
77,80,42
91,30,72
6,6,24
57,57,77
72,72,55
16,16,9
98,98,91
89,89,78
40,40,63
96,96,47
71,71,23
3,80,80
2,46,46
66,66,97
27,65,65
8,8,16
53,53,82
33,96,96
55,80,4
81,85,89
88,88,67
96,96,47
68,68,23
42,42,78
77,77,55
10,40,22
27,66,66
32,46,19
79,79,80
98,98,35
18,69,76
51,51,40
2,27,90
19,19,51
31,31,15
67,67,93
36,36,64
10,10,51
16,16,22
5,5,25
81,81,37
85,85,89
26,79,18
85,85,37
65,65,42
22,61,19
55,4,29
85,85,13
22,22,10
22,84,45
10,10,81
18,18,61
98,36,50
9,9,22
26,29,4
27,27,26
7,7,44
5,5,79
58,58,33
87,87,39
76,76,23
2,2,46
54,70,70
38,74,27
33,33,47
17,17,37
6,6,14
0,0,14
79,79,93
97,97,88
14,50,50
14,14,44
73,64,93
79,79,6
8,85,85
42,42,3
4,6,45
25,25,5
37,37,85
75,75,18
74,74,55
41,7,7
0,0,63
99,73,23
79,79,77
87,87,22
67,67,93
72,3,3
38,97,42
25,94,47
49,49,33
3,21,21
74,74,4
69,41,91
36,1,77
77,4,93
89,89,85
71,71,51
31,65,66
50,32,32
90,90,81
11,11,35
2,2,21
41,41,41
38,63,63
58,58,89
47,47,96
93,93,26
68,68,12
11,11,35
35,36,63
67,72,72
54,54,10
53,53,51
30,67,67
36,36,67
83,83,70
54,54,23
64,64,63
46,46,45
45,45,44
98,98,2
62,62,70
46,46,93
95,95,73
88,42,42
37,17,17
18,44,44
29,89,44
63,63,93
8,8,78
33,33,18
35,35,98
6,14,14
76,76,93
19,19,33
99,99,78
53,70,70
15,19,74
57,92,54
2,2,35
27,27,44
27,27,23
93,93,33
81,81,16
54,92,92
71,49,23
26,7,7
25,96,47
35,11,2
30,95,95
72,55,55
8,99,78
42,42,4
62,45,47
56,56,59
78,26,26
47,47,33
73,27,27
43,43,26
20,20,25
83,45,45
63,89,89
49,49,18
28,10,10
26,26,45
45,45,88
36,32,32
36,36,63
68,68,33
1,84,84
2,2,98
99,44,44
9,17,72
65,26,92
38,38,65
58,58,89
96,96,47
38,50,44
87,87,16
82,82,6
22,10,10
83,0,53
41,41,44
7,92,92
12,89,40
10,10,14
35,35,98
44,85,27
81,81,89
91,91,44
56,56,10
9,9,82
24,7,7
3,6,6
30,73,10
1,1,62
39,39,45
98,55,55
72,55,30
83,83,57
80,29,59
43,43,42
84,84,25
66,66,75
4,4,93
64,64,93
77,77,64
98,98,45
82,82,14
81,81,89
20,40,23
0,0,26
48,48,41
46,35,64
33,33,12
22,22,61
13,13,58
17,49,49
39,39,99
76,76,69
0,0,26
17,17,76
64,64,63
48,48,8
90,35,34
93,93,69
82,82,62
75,75,72
96,96,47
97,97,42
3,3,95
83,92,47
60,60,33
61,61,10
32,32,10
26,26,10
84,25,25
41,89,80
12,12,93
85,85,81
12,76,76
8,8,16
82,82,62
72,72,21
94,94,82
7,74,74
22,22,81
15,15,26
66,66,88
89,89,25
97,97,33
19,19,65
0,0,10
19,15,15
5,5,25
56,56,59
36,36,34
45,45,7
1,1,29
94,94,82
66,80,4
86,87,33
82,82,62
17,17,80
64,36,4
99,99,93
34,38,27
30,30,51
73,39,39
83,83,10
6,63,63
1,1,67
28,28,40
77,77,63
91,91,73
74,4,4
68,68,44
14,14,1
14,14,93
1,91,91
92,92,62
97,97,38
45,45,26
7,14,14
21,21,98
37,37,49
32,32,67
73,73,93
88,88,43
86,86,40
92,92,54
14,14,27
86,10,10
74,74,4
25,25,39
93,93,23
78,78,7
77,18,18
88,88,80
42,63,63
10,10,51
65,65,38
26,26,29
31,31,3
85,85,12
78,45,45
29,72,27
32,32,63
