label,origin_pred,pred_eps=8.0
49,46,46
33,65,64
72,72,45
51,51,1
71,71,71
92,54,29
15,15,65
14,75,66
23,71,71
0,53,53
71,76,76
75,75,73
81,81,13
69,69,69
40,40,40
43,43,72
92,92,92
97,97,15
70,70,70
53,53,53
70,70,70
49,49,27
75,75,41
29,38,65
21,21,21
16,16,83
39,39,39
8,8,8
8,22,61
70,83,11
20,20,20
61,10,10
41,41,41
93,95,95
56,56,31
73,73,76
58,58,58
11,11,70
25,25,5
37,81,13
63,65,3
24,57,9
49,67,74
73,67,57
56,56,56
22,22,22
41,83,62
58,58,58
75,19,19
17,76,57
4,36,2
6,45,83
9,9,9
57,57,83
2,36,64
32,32,32
71,71,71
52,47,47
42,42,35
69,69,73
77,77,99
27,73,73
15,31,31
65,38,38
7,70,62
35,11,83
43,43,21
82,92,92
63,63,14
92,92,18
66,72,30
90,46,46
67,76,76
91,91,18
32,76,76
32,32,11
82,82,92
10,10,16
77,14,70
22,61,61
71,71,73
78,78,25
54,54,57
6,6,45
29,29,54
89,89,13
78,99,99
33,42,8
11,46,87
67,99,99
22,22,21
18,18,18
27,93,67
21,21,98
13,13,32
21,21,72
50,1,1
75,14,14
37,37,17
35,46,32
26,26,7
83,57,57
47,47,47
95,86,86
43,43,64
69,69,9
76,76,76
17,17,81
57,53,83
59,59,15
25,12,12
20,20,20
27,73,23
0,83,83
9,9,9
71,71,44
8,48,48
43,43,64
57,57,83
56,56,56
85,85,32
10,10,2
19,19,65
92,92,62
33,33,83
20,20,25
21,72,50
50,34,43
70,70,92
46,21,21
11,40,87
16,16,16
1,1,0
74,74,32
33,97,21
91,91,91
60,60,23
64,3,19
52,52,52
23,23,73
4,50,2
11,11,11
52,52,52
37,38,72
24,24,55
95,95,95
25,25,58
39,39,39
51,51,51
58,58,13
58,48,48
77,99,99
18,18,84
59,60,60
45,83,22
66,3,72
58,58,58
20,20,5
24,24,79
4,50,36
36,36,64
8,8,25
87,40,1
10,10,61
30,72,72
47,47,52
54,54,54
99,99,21
51,51,75
83,83,10
9,9,21
37,45,45
4,33,33
83,16,16
95,95,73
83,83,53
32,50,74
73,67,57
18,99,99
40,40,40
39,39,51
64,97,19
22,22,22
80,36,36
28,22,13
28,28,40
40,10,0
95,95,30
98,11,11
83,83,83
12,12,12
24,24,7
45,83,62
13,13,13
