label,origin_pred,pred_eps=8.0
49,68,68
33,33,38
72,93,93
51,51,91
71,71,60
92,6,6
15,8,8
14,21,21
23,23,71
0,53,53
71,46,46
75,75,91
81,81,90
69,69,56
40,40,67
43,43,96
92,92,18
97,3,3
70,70,92
53,53,62
70,70,61
49,49,55
75,75,86
29,37,37
21,21,81
16,16,10
39,39,39
8,8,78
8,7,7
70,40,40
20,20,45
61,10,10
41,41,6
93,30,30
56,56,58
73,38,38
58,58,41
11,35,35
25,25,4
37,37,90
63,3,3
24,24,9
49,95,95
73,30,30
56,56,45
22,22,22
41,41,92
58,58,81
75,75,21
17,57,57
4,4,2
6,6,55
9,9,18
57,57,53
2,64,64
32,32,35
71,71,49
52,52,96
42,42,43
69,69,14
77,99,99
27,27,77
15,19,19
65,33,33
7,45,45
35,98,98
43,43,42
82,82,54
63,63,51
92,18,18
66,66,8
90,89,89
67,61,61
91,91,78
32,76,76
32,32,11
82,82,62
10,10,16
77,77,7
22,61,61
71,71,18
78,44,44
54,54,80
6,6,18
29,29,50
89,89,13
78,99,99
33,42,42
11,46,46
67,73,73
22,52,52
18,18,76
27,85,85
21,21,46
13,13,81
21,21,6
50,80,80
75,75,18
37,37,90
35,89,89
26,26,79
83,57,57
47,47,17
95,86,86
43,43,89
69,69,33
76,76,99
17,17,5
57,57,83
59,59,43
25,12,12
20,20,45
27,27,89
0,0,32
9,9,65
71,60,60
8,8,48
43,43,1
57,57,46
56,56,79
85,90,90
10,2,2
19,19,8
92,92,70
33,33,89
20,20,84
21,3,3
50,42,42
70,70,84
46,46,97
11,94,94
16,16,66
1,1,81
74,74,80
33,3,3
91,91,58
60,60,36
64,97,97
52,52,96
23,23,27
4,4,26
11,11,2
52,52,47
37,31,31
24,7,7
95,95,12
25,89,89
39,39,63
51,51,91
58,58,19
58,41,41
77,77,86
18,37,37
59,60,60
45,45,20
66,66,4
58,58,13
20,20,39
24,7,7
4,42,42
36,36,84
8,8,25
87,87,55
10,10,11
30,50,50
47,47,45
54,54,54
99,99,97
51,51,26
83,61,61
9,16,16
37,45,45
4,96,96
83,16,16
95,95,75
83,83,26
32,32,18
73,73,18
18,18,1
40,40,67
39,33,33
64,66,66
22,22,48
80,36,36
28,16,16
28,28,38
40,16,16
95,95,18
98,98,82
83,83,70
12,12,81
24,7,7
45,30,30
13,13,81
94,94,52
24,24,10
58,58,90
63,42,42
7,7,18
87,87,33
6,6,33
78,78,29
68,68,59
60,60,27
6,6,45
23,23,96
44,79,79
31,31,42
80,80,72
93,93,47
73,73,3
98,98,80
49,49,17
90,33,33
97,97,80
59,59,33
2,53,53
67,69,69
16,86,86
81,81,38
94,94,87
27,68,68
76,23,23
77,77,40
12,12,3
18,27,27
0,0,83
76,76,39
79,79,18
71,71,12
89,89,47
57,57,53
47,59,59
24,24,14
65,65,64
0,45,45
32,31,31
36,36,34
82,82,62
31,31,13
23,23,43
24,24,7
34,34,1
21,21,99
11,11,3
53,53,62
80,80,51
44,44,91
4,4,33
39,39,57
91,91,37
16,16,5
36,36,44
68,68,39
50,50,2
97,66,66
58,89,89
31,75,75
6,6,55
42,42,89
80,80,65
76,76,3
89,89,19
55,4,4
19,19,38
91,91,40
70,1,1
1,1,88
6,6,78
62,62,19
99,99,67
51,51,42
96,96,37
83,57,57
42,42,47
18,18,91
67,67,72
66,11,11
40,40,72
62,62,6
78,78,51
84,84,94
28,28,40
89,89,87
30,30,71
66,66,29
18,6,6
38,42,42
42,42,33
92,92,58
27,67,67
11,59,59
86,86,59
44,93,93
96,96,18
12,12,8
16,87,87
67,67,50
43,19,19
89,89,48
96,33,33
12,41,41
40,40,23
7,7,72
86,63,63
77,44,44
76,76,16
31,31,43
18,59,59
28,28,6
19,3,3
18,18,89
41,41,41
42,42,59
43,43,77
31,31,37
93,32,32
15,15,2
10,61,61
8,8,48
37,17,17
89,85,85
32,21,21
67,67,70
12,12,41
2,2,15
19,31,31
91,91,14
94,94,76
7,7,85
71,23,23
36,36,1
61,61,22
62,62,92
5,5,58
60,60,73
45,45,18
91,91,73
34,38,38
95,67,67
9,9,32
40,50,50
68,68,71
62,62,47
99,99,18
66,66,64
46,46,57
7,24,24
10,10,21
10,10,27
68,68,17
34,65,65
37,19,19
58,58,13
48,48,35
40,40,45
96,96,26
14,48,48
11,35,35
66,66,5
64,64,36
39,39,63
33,60,60
94,94,33
63,63,81
10,10,26
89,88,88
92,54,54
90,90,51
65,51,51
90,90,81
33,33,59
28,28,40
29,29,38
87,5,5
86,86,44
7,7,24
0,0,83
94,94,23
11,45,45
26,26,7
6,6,18
41,41,41
21,15,15
69,53,53
27,64,64
29,29,99
67,72,72
85,85,12
65,65,61
40,40,3
57,57,50
72,72,6
30,30,19
74,15,15
27,42,42
3,4,4
