label,origin_pred,pred_eps=8.0
49,69,69
33,33,5
72,30,30
51,51,26
71,71,33
92,6,6
15,38,38
14,21,21
23,71,71
0,57,57
71,87,87
75,75,91
81,81,13
69,69,88
40,40,84
43,43,88
92,92,14
97,97,64
70,70,62
53,53,70
70,70,92
49,49,39
75,75,41
29,96,96
21,21,2
16,16,5
39,39,33
8,8,2
8,87,87
70,29,29
20,20,84
61,22,22
41,41,75
93,73,73
56,56,33
73,38,38
58,70,70
11,35,35
25,36,36
37,37,90
63,80,80
24,72,72
49,95,95
73,30,30
56,56,59
22,22,10
41,41,82
58,58,13
75,40,40
17,17,89
4,4,32
6,82,82
9,9,18
57,57,93
2,2,47
32,80,80
71,71,18
52,52,96
42,42,93
69,69,95
77,99,99
27,27,32
15,31,31
65,38,38
7,62,62
35,98,98
43,43,32
82,62,62
63,63,33
92,92,46
66,66,8
90,89,89
67,36,36
91,91,78
32,76,76
32,32,81
82,82,62
10,10,45
77,77,78
22,61,61
71,60,60
78,93,93
54,54,70
6,6,93
29,54,54
89,89,13
78,78,5
33,33,78
11,46,46
67,73,73
22,22,76
18,18,80
27,27,93
21,21,46
13,13,89
21,21,45
50,93,93
75,75,7
37,12,12
35,84,84
26,26,33
83,53,53
47,96,96
95,86,86
43,43,45
69,69,88
76,76,95
17,17,33
57,57,45
59,59,7
25,25,87
20,20,5
27,27,91
0,83,83
9,9,5
71,71,89
8,8,48
43,55,55
57,28,28
56,56,59
85,85,41
10,16,16
19,19,4
92,92,1
33,33,81
20,20,5
21,21,3
50,78,78
70,70,91
46,64,64
11,16,16
16,16,66
1,1,63
74,74,64
33,34,34
91,91,45
60,60,33
64,15,15
52,52,47
23,23,33
4,74,74
11,11,2
52,52,90
37,17,17
24,24,80
95,95,30
25,89,89
39,39,78
51,51,91
58,58,90
58,41,41
77,1,1
18,97,97
59,60,60
45,45,82
66,66,47
58,58,13
20,5,5
24,24,90
4,88,88
36,36,80
8,8,5
87,87,56
10,10,90
30,66,66
47,96,96
54,54,70
99,99,93
51,51,14
83,83,45
9,86,86
37,45,45
4,74,74
83,16,16
95,95,30
83,57,57
32,74,74
73,73,39
18,18,99
40,40,63
39,22,22
64,66,66
22,22,48
80,34,34
28,16,16
28,28,41
40,9,9
95,95,59
98,2,2
83,83,45
12,12,90
24,7,7
45,45,70
13,13,89
94,94,86
24,24,18
58,58,90
63,63,42
7,18,18
87,87,13
6,6,82
78,78,32
68,68,90
60,60,90
6,6,33
23,60,60
44,44,5
31,31,90
80,80,77
93,93,90
73,67,67
98,98,93
49,17,17
90,90,33
97,97,38
59,56,56
2,53,53
67,30,30
16,16,9
81,81,89
94,94,13
27,33,33
76,69,69
77,77,93
12,12,37
18,30,30
0,0,85
76,12,12
79,27,27
71,71,33
89,89,2
57,53,53
47,59,59
24,24,7
65,65,38
0,45,45
32,38,38
36,34,34
82,82,62
31,31,70
23,23,17
24,24,7
34,34,29
21,98,98
11,11,90
53,53,62
80,80,38
44,44,93
4,4,78
39,39,22
91,91,33
16,16,81
36,64,64
68,68,32
50,93,93
97,66,66
58,89,89
31,75,75
6,44,44
42,42,50
80,88,88
76,76,86
89,90,90
55,4,4
19,38,38
91,54,54
70,82,82
1,1,70
6,6,93
62,49,49
99,99,22
51,51,45
96,96,59
83,0,0
42,42,33
18,10,10
67,67,45
66,32,32
40,40,76
62,62,7
78,78,88
84,84,5
28,28,40
89,85,85
30,73,73
66,66,88
18,6,6
38,42,42
42,42,88
92,92,70
27,38,38
11,38,38
86,86,81
44,27,27
96,96,51
12,12,87
16,22,22
67,67,90
43,80,80
89,48,48
96,52,52
12,69,69
40,16,16
7,24,24
86,76,76
77,27,27
76,76,87
31,31,45
18,59,59
28,28,16
19,78,78
18,18,99
41,41,40
42,51,51
43,80,80
31,15,15
93,67,67
15,15,66
10,61,61
8,8,48
37,17,17
89,17,17
32,46,46
67,67,93
12,17,17
2,2,32
19,19,93
91,1,1
94,94,81
7,79,79
71,71,18
36,36,33
61,61,13
62,92,92
5,65,65
60,60,33
45,93,93
91,91,51
34,34,97
95,73,73
9,9,96
40,92,92
68,68,33
62,62,92
99,99,91
66,66,6
46,46,21
7,24,24
10,67,67
10,87,87
68,37,37
34,4,4
37,1,1
58,58,13
48,48,8
40,40,31
96,96,47
14,14,18
11,35,35
66,93,93
64,64,1
39,39,22
33,60,60
94,94,47
63,63,15
10,10,32
89,88,88
92,54,54
90,41,41
65,74,74
90,87,87
33,33,59
28,28,45
29,38,38
87,13,13
86,86,96
7,7,24
0,0,47
94,94,5
11,36,36
26,26,93
6,6,88
41,41,57
21,15,15
69,69,39
27,64,64
29,29,99
67,72,72
85,85,81
65,65,32
40,28,28
57,57,32
72,44,44
30,95,95
74,42,42
27,27,78
3,4,4
49,49,33
52,59,59
95,30,30
40,40,51
93,93,47
77,34,34
91,38,38
6,6,26
57,57,77
72,30,30
16,16,9
98,98,91
89,89,78
40,40,17
96,47,47
71,71,17
3,96,96
2,32,32
66,97,97
27,65,65
8,8,33
53,53,82
33,33,88
55,32,32
81,19,19
88,88,47
96,96,33
68,68,88
42,42,74
77,77,80
10,10,5
27,75,75
32,32,46
79,44,44
98,98,46
18,95,95
51,51,91
2,11,11
19,51,51
31,15,15
67,67,33
36,36,64
10,10,1
16,16,94
5,5,93
81,81,93
85,85,89
26,6,6
85,85,58
65,65,93
22,22,41
55,29,29
85,13,13
22,40,40
22,45,45
10,22,22
18,78,78
98,36,36
9,86,86
26,26,65
27,93,93
7,7,93
5,5,33
58,13,13
87,87,81
76,76,39
2,87,87
54,92,92
38,99,99
33,96,96
17,17,33
6,6,79
0,0,32
79,79,45
97,97,26
14,79,79
14,14,88
73,32,32
79,54,54
8,85,85
42,42,88
4,45,45
25,25,87
37,85,85
75,75,12
74,63,63
41,41,7
0,0,10
99,67,67
79,79,47
87,87,16
67,73,73
72,4,4
38,66,66
25,94,94
49,49,33
3,98,98
74,74,26
69,69,91
36,57,57
77,74,74
89,89,85
71,71,33
31,99,99
50,32,32
90,90,81
11,46,46
2,21,21
41,41,75
38,63,63
58,58,33
47,47,96
93,93,82
68,68,33
11,11,35
35,99,99
67,65,65
54,54,33
53,53,62
30,73,73
36,36,32
83,70,70
54,54,70
64,64,5
46,32,32
45,32,32
98,32,32
62,62,70
46,4,4
95,95,81
88,88,59
37,39,39
18,99,99
29,46,46
63,63,45
8,8,78
33,94,94
35,46,46
6,93,93
76,76,59
19,31,31
99,99,37
53,53,47
15,43,43
57,74,74
2,2,45
27,27,42
27,23,23
93,93,88
81,16,16
54,80,80
71,60,60
26,7,7
25,33,33
35,46,46
30,76,76
72,55,55
8,99,99
42,42,47
62,62,47
56,47,47
78,77,77
47,47,33
73,27,27
43,32,32
20,20,25
83,70,70
63,4,4
49,49,33
28,10,10
26,26,45
45,45,26
36,34,34
36,1,1
68,68,12
1,45,45
2,20,20
99,99,4
9,59,59
65,84,84
38,38,65
58,58,47
96,96,47
38,74,74
87,87,81
82,82,62
22,22,10
83,0,0
41,41,40
7,54,54
12,88,88
10,10,90
35,35,77
44,44,26
81,12,12
91,91,44
56,56,45
9,84,84
24,24,93
3,6,6
30,73,73
1,1,92
39,39,88
98,75,75
72,30,30
83,83,82
80,83,83
43,43,34
84,84,45
66,66,81
