label,origin_pred,pred_eps=8.0
49,60,60
33,73,73
72,87,87
51,42,73
71,87,35
92,42,73
15,42,42
14,87,87
23,60,60
0,22,87
71,64,64
75,23,23
81,60,60
69,73,73
40,24,24
43,73,73
92,92,45
97,87,87
70,0,0
53,53,62
70,53,53
49,23,39
75,53,53
29,49,49
21,70,62
16,37,37
39,37,37
8,42,42
8,60,24
70,24,24
20,24,53
61,42,42
41,24,24
93,62,62
56,87,87
73,30,30
58,24,24
11,40,40
25,60,60
37,60,24
63,73,73
24,17,17
49,60,60
73,17,17
56,0,62
22,43,43
41,0,0
58,53,53
75,37,37
17,60,60
4,73,87
6,17,17
9,73,73
57,87,87
2,37,37
32,39,23
71,49,49
52,17,37
42,42,42
69,30,30
77,17,17
27,73,73
15,40,94
65,73,73
7,62,62
35,0,0
43,73,73
82,60,60
63,42,42
92,94,94
66,42,42
90,60,60
67,1,1
91,42,73
32,64,64
32,24,24
82,62,62
10,60,60
77,40,94
22,0,70
71,17,17
78,60,60
54,17,17
6,35,87
29,62,62
89,0,62
78,24,24
33,17,17
11,94,40
67,73,73
22,37,37
18,17,17
27,73,73
21,42,87
13,48,40
21,23,87
50,17,17
75,17,17
37,17,17
35,24,60
26,73,73
83,62,62
47,60,60
95,24,24
43,94,40
69,73,73
76,23,87
17,17,17
57,0,57
59,60,60
25,24,24
20,24,24
27,92,62
0,53,53
9,87,87
71,17,17
8,24,24
43,87,56
57,62,62
56,17,60
85,60,60
10,62,62
19,64,1
92,62,62
33,87,87
20,87,42
21,37,39
50,73,73
70,45,45
46,64,64
11,24,24
16,24,60
1,42,42
74,73,73
33,73,73
91,60,60
60,60,60
64,42,42
52,60,24
23,23,39
4,64,64
11,40,37
52,17,17
37,49,37
24,17,17
95,17,17
25,49,49
39,64,64
51,73,73
58,17,17
58,60,60
77,42,42
18,73,73
59,40,70
45,24,24
66,42,42
58,62,62
20,24,24
24,60,60
4,37,37
36,60,60
8,17,49
87,73,73
10,62,62
30,73,73
47,60,60
54,62,62
99,64,64
51,42,42
83,24,24
9,17,49
37,62,62
4,42,42
83,87,56
95,60,60
83,53,62
32,40,70
73,49,17
18,64,64
40,87,73
39,73,73
64,43,45
22,24,24
80,64,64
28,48,23
28,42,42
40,62,62
95,17,17
98,62,62
83,53,62
12,24,24
24,24,48
45,62,70
13,57,0
94,48,37
24,24,24
58,70,62
63,42,42
7,42,42
87,60,60
6,53,0
78,73,73
68,17,17
60,60,60
6,73,73
23,35,45
44,24,24
31,17,17
80,60,60
93,17,24
73,73,87
98,60,60
49,60,60
90,73,73
97,17,17
59,73,73
2,24,24
67,30,37
16,60,60
81,73,73
94,87,87
27,17,17
76,73,73
77,37,37
12,60,60
18,17,17
0,24,60
76,17,17
79,37,37
71,24,24
89,17,17
57,24,24
47,60,60
24,24,24
65,1,1
0,22,87
32,1,1
36,24,24
82,53,53
31,49,49
23,73,73
24,24,53
34,62,62
21,62,62
11,60,60
53,62,62
80,73,73
44,87,73
4,42,42
39,60,60
91,73,73
16,17,17
36,73,73
68,60,60
50,24,24
97,42,42
58,49,49
31,17,17
6,45,45
42,42,35
80,73,73
76,30,73
89,17,17
55,49,17
19,43,1
91,43,1
70,62,62
1,62,62
6,0,57
62,24,24
99,24,24
51,1,64
96,60,60
83,73,73
42,49,49
18,62,62
67,62,62
66,22,22
40,17,17
62,0,24
78,87,87
84,37,17
28,62,62
89,24,24
30,73,42
66,17,17
18,42,42
38,17,17
42,37,37
92,45,43
27,73,73
11,37,37
86,17,17
44,87,87
96,87,40
12,17,17
16,24,24
67,64,64
43,17,17
89,64,1
96,42,42
12,60,60
40,87,87
7,70,70
86,60,60
77,64,43
76,17,17
31,60,24
18,30,30
28,42,73
19,42,42
18,73,73
41,24,24
42,37,37
43,49,17
31,60,60
93,17,17
15,37,37
10,17,17
8,60,60
37,62,62
89,60,17
32,42,42
67,49,23
12,60,60
2,24,24
19,43,45
91,62,62
94,37,49
7,60,60
71,60,60
36,70,70
61,24,24
62,40,40
5,87,35
60,60,60
45,17,17
91,62,62
34,1,64
95,64,43
9,17,17
40,64,64
68,60,60
62,62,53
99,24,24
66,42,42
46,87,87
7,53,62
10,17,17
10,40,40
68,60,60
34,42,73
37,60,60
58,70,62
48,60,37
40,37,37
96,17,17
14,42,73
11,87,87
66,73,73
64,42,42
39,24,24
33,17,17
94,73,73
63,64,43
10,17,17
89,94,0
92,40,24
90,17,17
65,64,64
90,60,60
33,73,73
28,24,24
29,24,24
87,17,17
86,24,24
7,48,23
0,53,53
94,62,62
11,43,43
26,87,73
6,62,70
41,24,24
21,17,17
69,73,42
27,42,42
29,92,62
67,17,17
85,60,60
65,24,24
40,17,17
57,24,24
72,60,60
30,17,17
74,60,60
27,73,73
3,60,60
49,24,24
52,17,60
95,62,62
40,62,62
93,60,24
77,40,24
91,60,60
6,24,24
57,87,87
72,17,17
16,24,24
98,45,40
89,64,1
40,62,62
96,60,60
71,17,17
3,60,60
2,37,37
66,60,60
27,42,42
8,17,49
53,62,62
33,73,73
55,42,42
81,49,49
88,37,49
96,17,17
68,17,17
42,42,42
77,73,73
10,60,60
27,62,62
32,60,60
79,37,37
98,62,62
18,17,17
51,43,43
2,62,62
19,64,64
31,17,17
67,17,17
36,94,35
10,94,87
16,60,60
5,42,42
81,87,22
85,60,24
26,37,37
85,24,62
65,42,42
22,60,60
55,24,24
85,62,62
22,24,24
22,24,53
10,60,60
18,17,17
98,40,40
9,24,24
26,73,73
27,64,64
7,60,60
5,37,37
58,17,17
87,17,17
76,73,73
2,23,23
54,45,42
38,73,37
33,73,73
17,17,17
6,62,62
0,60,60
79,73,73
97,42,42
14,73,73
14,24,24
73,40,40
79,42,64
8,73,42
42,73,73
4,73,73
25,60,60
37,17,17
75,57,0
74,60,60
41,37,37
0,1,1
99,60,60
79,87,87
87,17,17
67,42,42
72,42,42
38,43,70
25,62,62
49,17,17
3,60,24
74,87,87
69,42,42
36,1,1
77,23,40
89,40,0
71,94,94
31,37,37
50,22,22
90,60,60
11,24,24
2,35,42
41,24,24
38,37,49
58,62,62
47,0,0
93,39,94
68,73,42
11,53,62
35,24,24
67,49,49
54,17,17
53,62,62
30,94,70
36,87,87
83,53,62
54,62,62
64,73,73
46,17,17
45,73,73
98,17,17
62,62,62
46,73,73
95,49,49
88,42,42
37,37,56
18,64,1
29,87,73
63,64,42
8,73,73
33,73,73
35,24,24
6,73,73
76,17,17
19,62,62
99,24,24
53,53,24
15,87,87
57,42,42
2,62,62
27,73,73
27,64,64
93,37,37
81,42,42
54,39,23
71,17,17
26,60,17
25,17,17
35,62,62
30,17,17
72,37,23
8,73,73
42,42,42
62,62,62
56,37,48
78,37,37
47,24,24
73,1,1
43,60,17
20,24,24
83,53,62
63,42,42
49,60,60
28,48,48
26,62,62
45,0,94
36,17,17
36,62,62
68,17,17
1,49,17
2,24,60
99,64,64
9,60,60
65,62,62
38,42,42
58,60,60
96,17,17
38,48,23
87,70,62
82,62,62
22,56,56
83,24,24
41,24,24
7,42,42
12,73,73
10,24,60
35,40,40
44,17,17
81,60,60
91,60,60
56,37,37
9,24,60
24,24,24
3,87,35
30,30,73
1,62,62
39,42,42
98,24,24
72,37,37
83,94,94
