label,origin_pred,pred_eps=8.0
49,68,68
33,33,38
72,15,15
51,91,91
71,71,71
92,45,45
15,8,8
14,4,4
23,60,60
0,57,57
71,95,95
75,75,75
81,58,58
69,69,69
40,40,40
43,43,38
92,92,92
97,97,97
70,70,70
53,53,53
70,70,70
49,49,49
75,75,75
29,76,76
21,21,21
16,16,16
39,39,39
8,8,8
8,46,9
70,45,45
20,20,20
61,10,10
41,41,41
93,67,65
56,56,56
73,27,27
58,58,58
11,35,35
25,25,25
37,90,90
63,63,63
24,24,24
49,25,25
73,76,76
56,56,56
22,22,22
41,41,41
58,58,58
75,64,64
17,76,76
4,4,4
6,15,15
9,9,16
57,57,36
2,2,2
32,32,98
71,71,71
52,52,52
42,42,42
69,69,69
77,78,78
27,27,27
15,88,88
65,65,80
7,45,45
35,35,2
43,88,74
82,6,6
63,63,63
92,51,51
66,48,48
90,81,81
67,28,28
91,91,91
32,67,67
32,32,32
82,82,82
10,10,10
77,77,35
22,61,61
71,71,71
78,10,10
54,54,54
6,6,6
29,29,73
89,89,89
78,99,99
33,42,42
11,5,5
67,30,30
22,10,10
18,18,18
27,55,55
21,21,21
13,13,81
21,21,31
50,65,65
75,7,7
37,68,68
35,36,36
26,26,44
83,57,57
47,47,47
95,95,86
43,43,43
69,69,69
76,76,76
17,17,17
57,57,57
59,59,59
25,25,5
20,20,20
27,27,27
0,83,83
9,9,94
71,71,71
8,8,8
43,43,43
57,57,57
56,56,56
85,85,85
10,45,45
19,19,19
92,62,70
33,33,33
20,20,20
21,21,3
50,27,27
70,70,70
46,46,28
11,40,16
16,16,16
1,81,81
74,74,72
33,19,19
91,91,91
60,60,60
64,97,97
52,52,52
23,23,23
4,4,4
11,11,11
52,52,52
37,80,80
24,7,7
95,95,95
25,25,58
39,39,39
51,51,51
58,58,85
58,89,89
77,77,41
18,66,66
59,96,96
45,45,45
66,66,55
58,58,85
20,20,20
24,24,21
4,42,42
36,36,36
8,8,12
87,3,3
10,10,10
30,30,75
47,59,59
54,54,54
99,99,99
51,51,51
83,0,0
9,9,86
37,45,45
4,74,74
83,16,16
95,95,95
83,83,53
32,95,95
73,73,73
18,18,33
40,40,40
39,94,94
64,66,66
22,22,22
80,34,1
28,4,26
28,28,28
40,84,84
95,95,95
98,98,98
83,83,83
12,12,12
24,24,7
45,62,62
13,13,13
94,94,94
24,24,24
58,90,90
63,63,63
7,7,7
87,87,87
6,6,57
78,78,78
68,68,68
60,60,60
6,6,45
23,23,27
44,45,45
31,19,19
80,32,32
93,3,3
73,93,93
98,11,11
49,17,17
90,31,31
97,97,97
59,56,56
2,2,53
67,95,95
16,83,83
81,81,89
94,94,9
27,12,12
76,39,39
77,77,5
12,12,12
18,69,69
0,0,0
76,39,39
79,55,55
71,71,71
89,89,89
57,57,0
47,59,59
24,24,24
65,65,65
0,45,45
32,32,32
36,43,43
82,82,82
31,31,31
23,23,23
24,24,24
34,34,34
21,59,59
11,11,11
53,53,53
80,80,34
44,44,27
4,90,90
39,39,39
91,91,91
16,16,16
36,21,21
68,34,34
50,77,77
97,38,38
58,33,33
31,89,89
6,97,97
42,42,42
80,38,38
76,76,76
89,89,13
55,93,93
19,19,19
91,91,40
70,70,62
1,1,1
6,44,44
62,1,1
99,99,99
51,51,51
96,96,59
83,0,0
42,39,41
18,91,91
67,67,67
66,42,42
40,40,40
62,62,62
78,78,78
84,84,84
28,28,40
89,89,89
30,73,73
66,4,4
18,18,6
38,80,77
42,50,50
92,92,92
27,27,55
11,69,69
86,86,86
44,80,80
96,96,96
12,12,12
16,10,10
67,67,67
43,80,80
89,45,45
96,52,52
12,12,12
40,40,40
7,6,6
86,49,49
77,77,67
76,76,76
31,31,31
18,94,94
28,28,28
19,19,3
18,18,14
41,41,41
42,3,3
43,72,72
31,15,15
93,95,95
15,84,84
10,72,72
8,8,8
37,17,17
89,89,59
32,2,2
67,93,93
12,12,12
2,2,2
19,19,31
91,91,91
94,94,94
7,56,56
71,71,87
36,36,36
61,61,61
62,62,62
5,5,65
60,71,71
45,67,67
91,91,91
34,54,54
95,67,67
9,55,22
40,92,92
68,68,68
62,62,62
99,99,99
66,66,66
46,21,21
7,24,24
10,44,44
10,3,3
68,68,68
34,64,64
37,12,12
58,13,13
48,48,61
40,40,40
96,96,31
14,88,88
11,35,35
66,64,64
64,64,64
39,39,39
33,71,71
94,94,94
63,63,63
10,61,61
89,26,26
92,54,54
90,41,41
65,65,19
90,90,89
33,33,33
28,40,40
29,29,29
87,65,65
86,86,86
7,7,7
0,0,0
94,94,94
11,97,97
26,78,13
6,6,6
41,41,41
21,72,72
69,69,69
27,4,4
29,29,29
67,73,73
85,85,85
65,65,65
40,9,9
57,57,57
72,15,15
30,30,30
74,64,64
27,27,44
3,50,50
