label,origin_pred,pred_eps=8.0
49,30,30
33,33,88
72,69,69
51,51,87
71,71,23
92,6,6
15,38,38
14,14,55
23,23,71
0,53,53
71,87,87
75,10,10
81,81,13
69,69,69
40,40,40
43,43,65
92,92,92
97,97,97
70,54,54
53,92,92
70,70,70
49,49,49
75,75,75
29,96,96
21,21,21
16,16,16
39,39,39
8,8,8
8,45,45
70,28,28
20,20,20
61,61,22
41,41,41
93,73,73
56,56,56
73,27,27
58,58,58
11,2,2
25,25,25
37,90,90
63,63,27
24,32,9
49,32,32
73,30,30
56,56,56
22,22,22
41,41,48
58,58,58
75,64,64
17,17,17
4,4,4
6,6,6
9,9,18
57,57,57
2,98,98
32,32,32
71,71,71
52,52,47
42,42,42
69,30,30
77,78,78
27,93,93
15,4,4
65,38,44
7,45,45
35,39,39
43,43,50
82,82,70
63,63,63
92,57,43
66,66,97
90,89,89
67,2,2
91,91,91
32,76,76
32,32,32
82,82,82
10,10,10
77,77,77
22,61,61
71,71,49
78,10,10
54,54,54
6,6,18
29,29,29
89,89,89
78,78,99
33,31,89
11,87,94
67,30,30
22,10,10
18,18,18
27,4,4
21,21,21
13,13,13
21,21,45
50,67,67
75,18,18
37,68,68
35,98,98
26,45,45
83,53,53
47,47,96
95,86,86
43,43,4
69,69,69
76,76,69
17,17,17
57,57,53
59,59,59
25,86,86
20,20,20
27,27,27
0,45,45
9,9,57
71,71,71
8,8,8
43,43,43
57,57,57
56,56,56
85,85,58
10,45,45
19,19,19
92,54,54
33,96,96
20,84,84
21,3,3
50,50,77
70,70,70
46,46,35
11,40,40
16,16,16
1,81,81
74,74,10
33,4,4
91,91,32
60,60,60
64,97,54
52,52,52
23,23,23
4,50,50
11,11,46
52,52,52
37,27,3
24,24,3
95,95,95
25,89,31
39,39,39
51,51,91
58,58,58
58,58,22
77,51,51
18,97,97
59,60,60
45,45,45
66,66,63
58,58,13
20,5,5
24,77,77
4,42,42
36,36,36
8,37,37
87,20,20
10,10,51
30,30,64
47,59,59
54,54,54
99,77,77
51,51,51
83,83,45
9,9,9
37,45,45
4,88,88
83,16,16
95,95,95
83,45,45
