label,origin_pred,pred_eps=8.0
49,68,68
33,33,80
72,93,93
51,51,91
71,71,71
92,6,79
15,8,8
14,21,21
23,23,71
0,53,53
71,46,59
75,75,75
81,81,81
69,69,69
40,40,40
43,43,4
92,92,92
97,3,3
70,70,70
53,53,53
70,70,70
49,49,75
75,75,86
29,37,37
21,21,81
16,16,16
39,39,39
8,8,8
8,7,7
70,40,40
20,20,20
61,10,10
41,41,41
93,30,69
56,56,52
73,38,38
58,58,58
11,35,35
25,25,25
37,37,81
63,3,3
24,24,9
49,95,95
73,30,30
56,56,56
22,22,22
41,41,41
58,58,58
75,75,21
17,57,57
4,4,4
6,6,3
9,9,9
57,57,57
2,64,64
32,32,46
71,71,71
52,52,47
42,42,42
69,69,27
77,99,99
27,27,77
15,19,31
65,33,66
7,45,45
35,98,46
43,43,43
82,82,62
63,63,63
92,18,18
66,66,8
90,89,89
67,61,61
91,91,78
32,76,76
32,32,32
82,82,82
10,10,16
77,77,77
22,61,61
71,71,30
78,44,77
54,54,54
6,6,18
29,29,29
89,89,13
78,99,99
33,42,42
11,46,46
67,73,73
22,52,52
18,18,18
27,85,26
21,21,21
13,13,81
21,21,21
50,80,80
75,75,7
37,37,81
35,89,89
26,26,79
83,57,1
47,47,17
95,86,86
43,43,43
69,69,69
76,76,76
17,17,12
57,57,83
59,59,47
25,12,12
20,20,20
27,27,44
0,0,7
9,9,18
71,60,60
8,8,48
43,43,64
57,57,92
56,56,56
85,90,90
10,2,2
19,19,38
92,92,70
33,33,33
20,20,20
21,3,3
50,42,42
70,70,70
46,46,46
11,94,16
16,16,16
1,1,73
74,74,74
33,3,34
91,91,91
60,60,60
64,97,97
52,52,52
23,23,23
4,4,63
11,11,11
52,52,52
37,31,72
24,7,7
95,95,12
25,89,89
39,39,39
51,51,51
58,58,58
58,41,41
77,77,16
18,37,37
59,60,60
45,45,45
66,66,72
58,58,13
20,20,39
24,7,7
4,42,42
36,36,36
8,8,8
87,87,16
10,10,11
30,50,50
47,47,59
54,54,54
99,99,97
51,51,51
83,61,61
9,16,16
37,45,45
4,96,96
83,16,16
95,95,67
83,83,83
32,32,95
73,73,44
18,18,1
40,40,40
39,33,33
64,66,66
22,22,22
80,36,36
28,16,16
28,28,28
40,16,16
95,95,95
98,98,98
83,83,83
12,12,12
24,7,7
45,30,30
13,13,13
94,94,94
24,24,24
58,58,90
63,42,42
7,7,18
87,87,33
6,6,33
78,78,78
68,68,68
60,60,71
6,6,45
23,23,23
44,79,79
31,31,31
80,80,72
93,93,65
73,73,3
98,98,80
49,49,17
90,33,33
97,97,97
59,59,96
2,53,53
67,69,69
16,86,86
81,81,81
94,94,94
27,68,68
76,23,23
77,77,40
12,12,12
18,27,30
0,0,83
76,76,39
79,79,6
71,71,71
89,89,89
57,57,53
47,59,59
