label,origin_pred,pred_eps=8.0
49,46,98
33,65,54
72,72,6
51,51,99
71,71,53
92,54,95
15,15,62
14,75,21
23,71,12
0,53,53
71,76,16
75,75,67
81,81,13
69,69,62
40,40,95
43,43,30
92,92,33
97,97,32
70,70,92
53,53,40
70,70,62
49,49,22
75,75,83
29,38,28
21,21,46
16,16,0
39,39,5
8,8,57
8,22,0
70,83,46
20,20,25
61,10,16
41,41,34
93,95,12
56,56,21
73,73,98
58,58,41
11,11,62
25,25,20
37,81,13
63,65,46
24,57,92
49,67,11
73,67,86
56,56,56
22,22,61
41,83,62
58,58,13
75,19,15
17,76,70
4,36,53
6,45,70
9,9,18
57,57,22
2,36,64
32,32,46
71,71,70
52,47,53
42,42,46
69,69,14
77,77,99
27,73,53
15,31,75
65,38,58
7,70,92
35,11,83
43,43,86
82,92,92
63,63,41
92,92,18
66,72,53
90,46,98
67,76,76
91,91,92
32,76,76
32,32,46
82,82,22
10,10,16
77,14,92
22,61,62
71,71,40
78,78,67
54,54,40
6,6,84
29,29,1
89,89,81
78,99,99
33,42,48
11,46,87
67,99,99
22,22,52
18,18,9
27,93,61
21,21,16
13,13,1
21,21,91
50,1,1
75,14,14
37,37,17
35,46,32
26,26,37
83,57,57
47,47,37
95,86,9
43,43,99
69,69,16
76,76,99
17,17,13
57,53,62
59,59,98
25,12,12
20,20,42
27,73,69
0,83,95
9,9,30
71,71,24
8,48,48
43,43,95
57,57,87
56,56,26
85,85,67
10,10,14
19,19,70
92,92,62
33,33,53
20,20,62
21,72,14
50,34,19
70,70,92
46,21,31
11,40,87
16,16,86
1,1,0
74,74,46
33,97,66
91,91,17
60,60,36
64,3,15
52,52,92
23,23,75
4,50,46
11,11,99
52,52,83
37,38,74
24,24,42
95,95,69
25,25,58
39,39,84
51,51,91
58,58,68
58,48,48
77,99,99
18,18,5
59,60,28
45,83,61
66,3,95
58,58,13
20,20,5
24,24,46
4,50,0
36,36,72
8,8,5
87,40,82
10,10,61
30,72,35
47,47,16
54,54,54
99,99,31
51,51,75
83,83,61
9,9,74
37,45,61
4,33,33
83,16,28
95,95,84
83,83,53
32,50,42
73,67,83
18,99,0
40,40,40
39,39,43
64,97,19
22,22,83
80,36,36
28,22,89
28,28,53
40,10,0
95,95,41
98,11,82
83,83,39
12,12,13
24,24,14
45,83,62
13,13,58
94,94,22
24,24,0
58,58,13
63,36,40
7,1,1
87,87,57
6,6,92
78,78,46
68,68,53
60,60,24
6,6,87
23,23,13
44,79,40
31,31,19
80,50,53
93,67,58
73,1,98
98,98,74
49,15,15
90,33,36
97,97,19
59,96,36
2,53,53
67,67,62
16,86,95
81,81,29
94,94,58
27,18,56
76,71,99
77,92,83
12,12,68
18,73,95
0,0,83
76,39,10
79,6,6
71,71,58
89,89,62
57,57,53
47,59,37
24,24,95
65,64,95
0,45,26
32,32,39
36,64,42
82,82,22
31,31,62
23,57,92
24,24,70
34,64,1
21,46,99
11,98,31
53,53,92
80,65,70
44,2,46
4,72,71
39,39,83
91,91,37
16,16,62
36,36,95
68,68,76
50,57,53
97,66,40
58,85,43
31,55,99
6,44,1
42,43,98
80,36,36
76,76,10
89,83,53
55,95,95
19,19,26
91,40,46
70,62,1
1,1,83
6,14,18
62,62,8
99,99,61
51,51,57
96,59,13
83,0,31
42,42,28
18,1,93
67,67,99
66,2,53
40,40,62
62,70,61
78,51,97
84,84,87
28,28,40
89,89,58
30,73,62
66,21,36
18,18,76
38,64,99
42,34,36
92,92,53
27,67,23
11,44,23
86,86,94
44,27,39
96,96,75
12,12,25
16,16,87
67,67,63
43,36,36
89,8,8
96,96,99
12,12,41
40,40,70
7,7,1
86,40,35
77,69,69
76,76,83
31,31,99
18,59,59
28,28,82
19,19,75
18,1,1
41,41,41
42,42,15
43,65,95
31,15,26
93,32,20
15,46,2
10,10,99
8,8,48
37,37,17
89,17,76
32,32,19
67,67,70
12,12,25
2,57,57
19,19,54
91,91,92
94,94,86
7,79,79
71,94,87
36,36,62
61,61,82
62,62,87
5,25,13
60,60,71
45,1,1
91,73,97
34,97,66
95,69,9
9,9,61
40,73,1
68,68,53
62,62,61
99,53,83
66,66,54
46,92,14
7,45,12
10,99,31
10,10,15
68,68,57
34,2,32
37,49,67
58,58,13
48,48,40
40,40,51
96,23,24
14,88,88
11,11,74
66,3,32
64,64,61
39,39,35
33,39,22
94,94,20
63,63,46
10,10,57
89,26,78
92,54,54
90,12,43
65,3,48
90,90,43
33,33,98
28,40,56
29,15,11
87,5,5
86,40,64
7,7,23
0,0,62
94,94,95
11,35,23
26,51,92
6,62,70
41,41,41
21,65,92
69,69,11
27,93,43
29,29,19
67,23,33
85,85,81
65,50,61
40,40,64
57,57,46
72,86,83
30,73,83
74,32,15
27,27,39
3,50,36
49,49,84
52,47,62
95,95,42
40,40,46
93,50,66
77,32,46
91,25,16
6,45,99
57,57,0
72,72,98
16,16,83
98,98,11
89,48,61
40,40,62
96,59,95
71,71,49
3,72,71
2,11,81
66,66,29
27,1,1
8,89,0
53,53,62
33,33,66
55,65,83
81,13,41
88,55,95
96,96,56
68,68,39
42,42,54
77,65,21
10,10,21
27,49,23
32,15,19
79,24,24
98,46,9
18,69,69
51,51,71
2,11,46
19,51,28
31,15,29
67,40,28
36,64,97
10,61,93
16,16,86
5,5,36
81,81,82
85,85,28
26,65,97
85,85,81
65,65,14
22,22,62
55,4,74
85,11,28
22,83,53
22,25,47
10,10,46
18,92,83
98,2,53
9,9,22
26,34,97
27,51,54
7,24,75
5,5,97
58,58,31
87,87,94
76,40,35
2,11,5
54,92,83
38,72,95
33,47,47
17,17,54
6,6,92
0,0,40
79,92,62
97,97,91
14,73,95
14,40,95
73,67,16
79,54,70
8,35,28
42,4,46
4,72,16
25,25,84
37,37,91
75,75,66
74,32,83
41,7,54
0,0,14
99,99,23
79,56,56
87,87,22
67,67,14
72,51,92
38,34,43
25,69,69
49,1,62
3,95,95
74,74,97
69,69,16
36,36,1
77,92,83
89,89,85
71,69,92
31,36,78
50,67,95
90,90,16
11,98,9
2,98,21
41,41,75
38,77,62
58,58,0
47,47,99
93,62,83
68,68,54
11,11,46
35,57,99
67,67,92
54,54,22
53,53,53
30,73,69
36,36,58
83,83,70
54,54,70
64,72,91
46,32,14
45,45,31
98,46,51
62,62,99
46,46,53
95,32,70
88,54,54
37,94,61
18,18,46
29,32,40
63,63,46
8,8,58
33,76,69
35,98,91
6,54,1
76,76,74
19,51,1
99,99,75
53,53,29
15,65,1
57,54,70
2,2,46
27,27,26
27,67,61
93,72,31
81,81,40
54,92,62
71,73,8
26,7,79
25,17,17
35,11,46
30,95,5
72,72,19
8,48,61
42,42,95
62,62,99
56,82,82
78,72,31
47,47,22
73,73,85
43,36,1
20,20,25
83,82,82
63,55,12
49,37,37
28,61,53
26,26,92
45,83,0
36,46,58
36,1,1
68,12,56
1,87,87
2,11,46
99,75,66
9,9,67
65,51,26
38,34,70
58,25,0
96,23,86
38,65,1
87,87,20
82,82,35
22,10,53
83,83,0
41,41,20
7,54,92
12,85,7
10,10,95
35,98,55
44,93,36
81,81,85
91,91,91
56,56,82
9,92,70
24,26,10
3,6,82
30,57,62
1,54,98
39,39,0
98,98,75
72,30,95
83,83,39
80,16,16
43,43,20
84,84,93
66,75,73
4,42,88
64,64,31
77,78,43
98,83,83
82,82,53
81,37,37
20,20,28
0,62,70
48,48,89
46,46,70
33,92,70
22,10,10
13,13,58
17,93,70
39,39,39
76,76,13
0,0,57
17,17,29
64,54,6
48,48,41
90,2,36
93,1,92
82,82,16
75,75,69
96,23,99
97,97,11
3,64,64
83,92,73
60,60,21
61,61,0
32,32,19
26,61,61
84,5,25
41,15,50
12,12,29
85,27,23
12,86,22
8,8,17
82,62,16
72,73,9
94,94,83
7,74,63
22,22,81
15,15,64
66,66,82
89,89,61
97,3,58
19,15,93
0,36,97
19,19,70
5,5,57
56,45,0
36,77,39
45,45,20
1,1,92
94,76,95
66,2,32
86,87,94
82,82,22
17,17,85
64,64,21
99,99,83
34,97,75
30,34,16
73,1,16
83,83,0
6,72,21
1,54,57
28,28,28
77,99,60
91,91,73
74,64,89
68,68,20
14,14,26
14,14,84
1,1,54
92,83,53
97,97,10
45,45,66
7,35,94
21,21,11
37,90,57
32,67,64
73,64,43
88,88,28
86,86,40
92,62,53
14,14,72
86,83,62
74,21,16
25,25,12
93,73,40
78,78,16
77,64,31
88,19,69
42,3,46
10,10,51
65,44,24
26,74,31
31,15,40
85,40,28
78,45,58
29,15,81
32,32,46
81,81,90
97,64,0
1,1,83
82,82,47
0,53,53
21,4,53
15,34,70
56,56,71
57,57,53
97,72,95
76,76,17
60,60,62
87,40,40
46,11,53
1,1,95
61,61,22
75,75,57
62,62,92
21,21,53
61,61,53
78,2,31
90,90,7
68,81,58
94,94,95
88,88,67
95,40,43
3,66,75
83,83,62
32,93,62
93,45,83
77,57,57
38,29,26
63,63,75
61,61,40
41,41,58
88,64,95
83,54,54
35,2,64
82,82,86
50,64,97
15,15,98
48,48,78
25,92,70
4,64,97
71,71,43
8,8,69
98,46,90
67,10,22
7,26,26
85,85,12
25,94,94
96,34,66
60,60,49
55,77,99
80,36,36
13,82,82
90,90,28
54,54,62
15,15,68
76,76,22
39,39,57
95,95,43
24,24,7
7,7,21
64,72,21
70,70,54
88,50,32
81,81,90
0,0,26
12,12,81
64,64,15
31,83,53
79,28,28
86,86,39
60,71,71
22,22,16
38,44,95
82,82,92
14,83,0
48,48,48
33,33,75
55,3,31
53,0,76
40,84,5
1,1,19
58,13,37
94,87,86
70,92,0
29,72,91
86,40,1
23,23,43
46,46,36
58,58,67
99,99,85
78,42,42
10,22,22
53,53,57
37,90,14
97,97,5
65,65,53
15,1,1
77,1,1
52,52,62
63,50,46
32,1,1
6,92,92
36,36,95
6,45,58
7,7,0
36,81,58
74,4,43
13,81,76
22,22,46
32,72,64
54,54,87
62,92,39
84,99,36
57,57,64
25,5,73
11,11,0
62,99,28
85,18,92
31,31,84
26,26,46
16,40,76
96,96,70
71,71,35
90,87,43
39,39,31
20,84,28
47,47,70
35,98,74
19,19,54
52,59,98
66,55,1
32,32,19
53,53,39
53,53,95
21,21,98
98,46,84
6,6,92
88,45,53
71,71,17
45,2,36
98,62,62
55,95,40
99,39,83
24,24,93
93,70,92
67,73,66
33,33,15
16,16,86
33,9,16
9,9,16
10,28,97
46,2,62
68,68,57
24,24,14
96,82,53
22,22,46
40,83,62
63,66,66
53,53,57
10,53,53
14,78,63
41,41,73
77,77,46
54,54,87
84,25,25
20,20,42
29,29,46
76,76,26
36,92,14
1,54,6
26,45,39
99,32,49
2,35,46
96,19,13
69,69,82
36,36,46
18,99,99
90,40,98
66,66,31
52,47,40
37,37,69
99,99,9
97,65,10
12,5,83
55,55,78
15,95,30
85,85,92
15,15,11
16,16,86
33,44,26
99,99,36
80,40,12
28,28,46
69,99,99
51,51,0
72,64,74
39,39,22
8,8,99
56,56,70
59,52,47
15,2,28
21,46,11
77,77,57
45,45,24
21,21,14
80,93,1
89,89,57
37,87,0
48,48,32
47,59,66
56,82,82
65,69,69
96,52,52
14,83,57
52,23,99
2,62,62
60,60,95
9,9,57
68,68,57
22,22,97
23,23,43
44,83,83
19,2,53
54,54,70
97,97,36
23,23,68
54,54,84
62,92,83
56,56,47
23,23,8
42,42,16
81,13,57
66,54,62
87,78,14
47,47,40
47,96,12
45,73,30
42,42,16
51,51,11
10,10,53
35,11,69
68,68,82
13,81,76
55,55,30
34,64,1
74,74,97
47,47,21
40,11,43
51,51,62
6,82,56
3,72,10
76,76,78
52,47,92
53,53,46
34,34,1
60,60,57
63,74,83
28,28,10
24,7,26
36,36,5
69,69,17
82,89,19
90,90,81
70,70,92
75,25,60
77,1,1
43,43,73
43,43,12
78,72,17
81,76,69
80,55,75
66,21,76
35,98,61
84,40,54
21,98,16
49,23,70
96,33,28
15,86,22
37,85,91
2,11,46
89,88,64
36,36,1
9,9,81
53,53,62
91,73,54
65,36,74
67,23,46
94,94,26
40,19,19
72,95,95
90,90,11
86,86,9
85,91,70
30,95,88
92,92,49
25,92,70
60,90,13
2,98,95
29,29,28
0,0,46
9,9,12
37,81,90
1,51,31
50,36,98
90,90,9
27,30,95
52,52,13
36,64,99
48,48,58
71,60,60
12,81,13
97,97,11
0,0,53
3,72,99
41,41,9
21,98,98
16,86,86
51,51,70
72,2,14
13,13,50
63,54,54
81,13,58
73,72,31
55,55,19
30,73,99
28,40,26
10,61,61
84,83,82
8,8,78
6,54,39
9,9,0
93,73,60
2,46,87
78,78,21
26,93,1
16,16,95
17,76,57
39,86,36
67,67,39
20,20,50
3,38,84
81,81,98
26,26,14
96,49,49
45,78,87
15,19,19
29,34,88
57,57,92
60,60,51
49,71,10
36,36,99
23,76,5
63,65,9
72,27,82
19,15,32
41,14,99
55,67,0
26,62,92
25,40,99
49,49,15
28,40,40
20,20,20
33,68,95
7,7,70
45,15,95
7,51,51
89,48,48
1,1,57
90,90,81
42,23,23
15,36,36
23,57,62
93,40,9
96,59,58
59,47,82
29,29,19
29,97,66
75,51,32
93,45,9
8,85,67
70,99,99
48,48,22
82,82,15
84,40,40
81,90,50
72,67,23
38,97,46
80,15,20
63,36,53
76,76,50
4,63,84
54,54,39
60,60,57
1,33,17
49,49,10
1,1,9
92,92,95
77,71,71
30,69,9
98,98,74
62,62,86
25,25,22
26,83,92
55,40,54
25,30,95
21,97,14
25,94,94
82,82,40
80,73,95
19,19,75
