label,origin_pred,pred_eps=8.0
49,46,46
33,65,65
72,72,14
51,51,99
71,71,16
92,54,54
15,15,62
14,75,75
23,71,71
0,53,53
71,76,76
75,75,1
81,81,58
69,69,62
40,40,95
43,43,49
92,92,33
97,97,53
70,70,92
53,53,22
70,70,62
49,49,22
75,75,83
29,38,38
21,21,9
16,16,0
39,39,85
8,8,99
8,22,22
70,83,83
20,20,42
61,10,10
41,41,34
93,95,95
56,56,21
73,73,8
58,58,41
11,11,62
25,25,87
37,81,81
63,65,65
24,57,57
49,67,67
73,67,67
56,56,29
22,22,61
41,83,83
58,58,81
75,19,19
17,76,76
4,36,36
6,45,45
9,9,18
57,57,87
2,36,36
32,32,97
71,71,52
52,47,47
42,42,46
69,69,14
77,77,99
27,73,73
15,31,31
65,38,38
7,70,70
35,11,11
43,43,39
82,92,92
63,63,41
92,92,18
66,72,72
90,46,46
67,76,76
91,91,92
32,76,76
32,32,46
82,82,22
10,10,16
77,14,14
22,61,61
71,71,51
78,78,5
54,54,0
6,6,68
29,29,1
89,89,81
78,99,99
33,42,42
11,46,46
67,99,99
22,22,52
18,18,9
27,93,93
21,21,16
13,13,93
21,21,56
50,1,1
75,14,14
37,37,17
35,46,46
26,26,31
83,57,57
47,47,13
95,86,86
43,43,99
69,69,43
76,76,99
17,17,13
57,53,53
59,59,98
25,12,12
20,20,42
27,73,73
0,83,83
9,9,63
71,71,43
8,48,48
43,43,95
57,57,87
56,56,61
85,85,67
10,10,19
19,19,70
92,92,62
33,33,13
20,20,62
21,72,72
50,34,34
70,70,39
46,21,21
11,40,40
16,16,95
1,1,0
74,74,46
33,97,97
91,91,37
60,60,36
64,3,3
52,52,92
23,23,75
4,50,50
11,11,20
52,52,70
37,38,38
24,24,97
95,95,33
25,25,58
39,39,84
51,51,91
58,58,64
58,48,48
77,99,99
18,18,5
59,60,60
45,83,83
66,3,3
58,58,37
20,20,5
24,24,43
4,50,50
36,36,56
8,8,5
87,40,40
10,10,61
30,72,72
47,47,16
54,54,91
99,99,31
51,51,75
83,83,22
9,9,74
37,45,45
4,33,33
83,16,16
95,95,19
83,83,53
32,50,50
73,67,67
18,99,99
40,40,84
39,39,31
64,97,97
22,22,8
80,36,36
28,22,22
28,28,82
40,10,10
95,95,16
98,11,11
83,83,12
12,12,13
24,24,66
45,83,83
13,13,58
94,94,22
24,24,0
58,58,87
63,36,36
7,1,1
87,87,17
6,6,92
78,78,46
68,68,53
60,60,61
6,6,87
23,23,58
44,79,79
31,31,20
80,50,50
93,67,67
73,1,1
98,98,74
49,15,15
90,33,33
97,97,15
59,96,96
2,53,53
67,67,62
16,86,86
81,81,11
94,94,58
27,18,18
76,71,71
77,92,92
12,12,78
18,73,73
0,0,83
76,39,39
79,6,6
71,71,48
89,89,62
57,57,53
47,59,59
24,24,95
65,64,64
0,45,45
32,32,39
36,64,64
82,82,22
31,31,20
23,57,57
24,24,62
34,64,64
21,46,46
11,98,98
53,53,92
80,65,65
44,2,2
4,72,72
39,39,82
91,91,37
16,16,62
36,36,12
68,68,11
50,57,57
97,66,66
58,85,85
31,55,55
6,44,44
42,43,43
80,36,36
76,76,10
89,83,83
55,95,95
19,19,26
91,40,40
70,62,62
1,1,87
6,14,14
62,62,15
99,99,61
51,51,57
96,59,59
83,0,0
42,42,28
18,1,1
67,67,83
66,2,2
40,40,62
62,70,70
78,51,51
84,84,87
28,28,40
89,89,58
30,73,73
66,21,21
18,18,98
38,64,64
42,34,34
92,92,53
27,67,67
11,44,44
86,86,94
44,27,27
96,96,75
12,12,61
16,16,87
67,67,19
43,36,36
89,8,8
96,96,22
12,12,41
40,40,70
7,7,1
86,40,40
77,69,69
76,76,70
31,31,99
18,59,59
28,28,82
19,19,78
18,1,1
41,41,11
42,42,15
43,65,65
31,15,15
93,32,32
15,46,46
10,10,99
8,8,48
37,37,5
89,17,17
32,32,19
67,67,92
12,12,83
2,57,57
19,19,70
91,91,92
94,94,86
7,79,79
71,94,94
36,36,14
61,61,82
62,62,87
5,25,25
60,60,40
45,1,1
91,73,73
34,97,97
95,69,69
9,9,61
40,73,73
68,68,11
62,62,61
99,53,53
66,66,54
46,92,92
7,45,45
10,99,99
10,10,14
68,68,57
34,2,2
37,49,49
58,58,81
48,48,40
40,40,51
96,23,23
14,88,88
11,11,74
66,3,3
64,64,61
39,39,35
33,39,39
94,94,78
63,63,40
10,10,57
89,26,26
92,54,54
90,12,12
65,3,3
90,90,53
33,33,98
28,40,40
29,15,15
87,5,5
86,40,40
7,7,49
0,0,62
94,94,95
11,35,35
26,51,51
6,62,62
41,41,41
21,65,65
69,69,11
27,93,93
29,29,19
67,23,23
85,85,81
65,50,50
40,40,64
57,57,46
72,86,86
30,73,73
74,32,32
27,27,46
3,50,50
49,49,70
52,47,47
95,95,43
40,40,51
93,50,50
77,32,32
91,25,25
6,45,45
57,57,10
72,72,16
16,16,83
98,98,75
89,48,48
40,40,62
96,59,59
71,71,11
3,72,72
2,11,11
66,66,32
27,1,1
8,89,89
53,53,16
33,33,75
55,65,65
81,13,13
88,55,55
96,96,61
68,68,53
42,42,54
77,65,65
10,10,31
27,49,49
32,15,15
79,24,24
98,46,46
18,69,69
51,51,71
2,11,11
19,51,51
31,15,15
67,40,40
36,64,64
10,61,61
16,16,86
5,5,36
81,81,36
85,85,28
26,65,65
85,85,81
65,65,48
22,22,49
55,4,4
85,11,11
22,83,83
22,25,25
10,10,46
18,92,92
98,2,2
9,9,22
26,34,34
27,51,51
7,24,24
5,5,76
58,58,31
87,87,94
76,40,40
2,11,11
54,92,92
38,72,72
33,47,47
17,17,61
6,6,92
0,0,46
79,92,92
97,97,91
14,73,73
14,40,40
73,67,67
79,54,54
8,35,35
42,4,4
4,72,72
25,25,84
37,37,61
75,75,53
74,32,32
41,7,7
0,0,14
99,99,31
79,56,56
87,87,7
67,67,14
72,51,51
38,34,34
25,69,69
49,1,1
3,95,95
74,74,1
69,69,22
36,36,12
77,92,92
89,89,91
71,69,69
31,36,36
50,67,67
90,90,16
11,98,98
2,98,98
41,41,75
38,77,77
58,58,0
47,47,99
93,62,62
68,68,53
11,11,46
35,57,57
67,67,14
54,54,87
53,53,53
30,73,73
36,36,58
83,83,70
54,54,87
64,72,72
46,32,32
45,45,36
98,46,46
62,62,99
46,46,53
95,32,32
88,54,54
37,94,94
18,18,46
29,32,32
63,63,46
8,8,5
33,76,76
35,98,98
6,54,54
76,76,74
19,51,51
99,99,98
53,53,29
15,65,65
57,54,54
2,2,17
27,27,29
27,67,67
93,72,72
81,81,53
54,92,92
71,73,73
